School ID,Name,Address,,,,
8440,St Josephs,"Rose Croft Lane, Cleveland, Saltburn, United Kingdom TS122WN",,,,
8441,D A C SYSTEMS,"Unit 53, Dunlop Commercial Park, County Down, BANGOR, United Kingdom BT197QY",,,,
8442,CAEREINION HIGH SCHOOL,"Llanfair Caereinion, Powys, WELSHPOOL, United Kingdom SY210HW",,,,
8443,BURTON-UPON-TRENT TECHNICAL COLLEGE,"Lichfield Street, Staffordshire, BURTON-ON-TRENT, United Kingdom DE14 3RL",,,,
8444,First Class Education Centre,"1 Manor Court, Hertfordshire, WALTHAM CROSS, United Kingdom EN8 8NF",,,,
8445,Lake Rotoma School,"20 Manawahe Road, Rotorua, Manawahe, New Zealand 3074",,,,
8446,SPRING BROOK SCHOOL,"Dean Street, Greater Manchester, MANCHESTER, United Kingdom M350DQ",,,,
8447,"Goldfields Behaviour Centre, Boulder WA","Richardson St, WA, Boulder, Australia 6432",,,,
8448,Home,"27 Mountbatten Avenue, Kent, CHATHAM, United Kingdom ME5 0JY",,,,
8449,COLMORE JUNIOR  SCHOOL,"Colmore Road, West Midlands, BIRMINGHAM, United Kingdom B14 6AJ",,,,
8450,ST Joseph's Catholic Primary School,"Chedworth Drive, Worcester, Warndon, United Kingdom WR49PG",,,,
8451,King Charles I School,"Hillgrove House, DY101XA, Kidderminster, United Kingdom .",,,,
8453,St Peters College,"1 Holdsworth Ave, Palmerston North, Milson, New Zealand 4413",,,,
8454,Cobham Intermediate,"294 Ilam Road, Christchurch, Fendalton, New Zealand 8041",,,,
8455,Home Educators Academy of South Africa,"Po Box 6, Western Cape, Franschhoek, South Africa 7690",,,,
8456,Tygervalley College,"Suite 62, Private Bag X30, Gauteng, Lynnwood Ridge, South Africa 0040",,,,
8457,Geraldton Primary WA,"75 Fitzgerald Street, WA, Geraldton, Australia 6530",,,,
8458,Kalumburu Remote Community School WA,"1 School Road, WA, Kalumburu, Australia 6740",,,,
8459,Isla Bank School,"3 Lindsay Calcium Road, Southland, Southland, New Zealand 9683",,,,
8460,"Wooranna Park Primary, Dandenong VIC","89-105 Carlton Road, VIC, DANDENONG NORTH, Australia 3175",,,,
8461,"St Joseph's School, Grey Lynn","456 Great North Rd, Auckland, Grey Lynn, New Zealand 1245",,,,
8462,"St Peter's College, Gore","121 Kakapo Street, Gore, Gore, New Zealand 9740",,,,
8463,Granville Sports College,"Burton Road, DE117JR, Derbyshire, United Kingdom .",,,,
8464,BENTLEY WOOD HIGH SCHOOL,"Binyon Crescent, , STANMORE, United Kingdom HA7 3NA",,,,
8465,Leamington School,"LAMB ST, Waikato, Cambridge, New Zealand 3434",,,,
8466,Wanniassa Junior School ACT,"51 Sternberg Crescent, ACT, WANNIASSA, Australia 2903",,,,
8467,Hendon School,"15 Ravenshurst Avenue, Greater London, LONDON, United Kingdom NW4 4EE",,,,
8468,n.a,"11 Tate Road, ., SUTTON, United Kingdom SM1 2SY",,,,
8469,Fryern Secondary school,"20 Cunningham Gardens, England, SOUTHAMPTON, United Kingdom SO31 8JD",,,,
8470,Onehunga Primary School,"122 Arthur Stree, Auckland, Onehunga, New Zealand 1061",,,,
8471,"Ashdale Primary, Darch WA","Ashdale Boulevard, WA, DARCH, Australia 6065",,,,
8472,Te Kowhai School,"Horotiu road, Hamilton, RD 8, New Zealand 3288",,,,
8473,Winner,"1 Drummond Way, , DERBY, United Kingdom DE73 5YE",,,,
8474,St Benedict School,"31 Marianhill Road, KwaZulu-Natal, Pinetown, South Africa 3068",,,,
8475,Brewarrina Central School NSW,"Bourke St, NSW, Brewarrina, Australia 2839",,,,
8477,"St Thomas Aquinas Primary School, Charnwood ACT","25 Lhotsky Street, ACT, CHARNWOOD, Australia 6330",,,,
8478,Buzz Learning,"8 Esther Court, Northumberland, ASHINGTON, United Kingdom NE63 8AP",,,,
8479,Bolton School Girls' Division,"Chorley New Road, Bolton, .,  BL14PB",,,,
8480,Effulgent Learning Center,"84A High Street, GILLINGHAM, ., United Kingdom ME71AX",,,,
8481,Breens Intermediate,"85 Breens Road, Christchurch, Harewood, New Zealand 8051",,,,
8482,Rangiwaea School,"9224 Turakina Valley Raod, Taihape, RD 1, New Zealand 4791",,,,
8483,colmore junior,"61 Colmore Road, West Midlands, BIRMINGHAM, United Kingdom B14 6AJ",,,,
8484,Lady Manners School,"Shutts Lane, DE451JA, Derbyshire, United Kingdom .",,,,
8485,ABRAHAM GUEST ACADEMY,"Greenhey, WIGAN, Orrell, United Kingdom WN50DQ",,,,
8486,Westmead Public School NSW,"Hawkesbury Road, NSW, WESTMEAD, Australia 2745",,,,
8487,Te Kura o Te Paroa,"Paroa Road, Whakatane, Whakatane, New Zealand 3191",,,,
8488,Papanui Primary School,"40 Winters Road, Christchurch, Papanui, New Zealand 8051",,,,
8489,St George's Elementary School,"202 Dale Lace Ave, Gauteng, Randpark Ridge, South Africa 2149",,,,
8490,Waitaki Boys' High School,"Waitaki Avenue, Oamaru, Oamaru, New Zealand 9444",,,,
8491,Maheno School,"Short Street, Maheno, Maheno, New Zealand 9495",,,,
8492,THE CAVENDISH SCHOOL,"31 Inverness Street, Greater London, LONDON, United Kingdom NW1 7HB",,,,
8493,Macgregor Primary ACT,"25 Hirschfeld Crescent, ACT, Macgregor, Australia 2615",,,,
8494,NPS International School Singapore INTL,"10 & 12 Chai Chee Lane, ACT, Singapore, Singapore 469021",,,,
8495,"Gordon West Public School, Pymble NSW","146 Ryde Road, NSW, PYMBLE, Australia 2073",,,,
8496,Austerville Primary,"Silvertree Rd, KwaZulu-Natal, Austerville, South Africa 4052",,,,
8497,Royal Oak Intermediate School,"74 Symond Street,Onehunga, Auckland, Onehunga, New Zealand 1061",,,,
8498,Girudala Community Co-operative Society Ltd QLD,"50 George Street, QLD, BOWEN, Australia 4805",,,,
8499,Pomare School,"Partridge Street, Wellington, Lower Hutt, New Zealand 5011",,,,
8500,AWE June 2014 intake,"., ., ., United Kingdom .",,,,
8501,MADELEY ACADEMY,"Castlefields Way, Shropshire, TELFORD, United Kingdom TF7 5FB",,,,
8502,"Back on Track, Westmead NSW","Cnr Hawkesbury Rd & Hainsworth St, NSW, Westmead, Australia 2145",,,,
8503,Puahue School,"Puahue Road, Te Awamutu, Puahue, New Zealand 3873",,,,
8504,"St Cuthbert's College, Epsom","Market Rd, Auckland, Epsom, New Zealand 1024",,,,
8505,"St Joseph's Catholic School, Whakatane","101 King Street, Whakatane, Whakatane, New Zealand 3159",,,,
8506,FocusYork,"., ., ., United Kingdom .",,,,
8507,The Tuition Centre Dereham,"GTE House, Norfolk, Dereham, United Kingdom NR19 1HD",,,,
8508,Bayfield School,"Clifton Road, Auckland, Hearne Bay, New Zealand 1011",,,,
8509,Mapiu Primary School,"2739 State Highway 4, Te Kuiti, RD 3, New Zealand 3983",,,,
8510,Nelson College for Girls,"PO Box 842, Nelson, Nelson City, New Zealand 7040",,,,
8511,"Horahora School, Cambridge","1798 Maungatautari Road, Cambridge, Cambridge, New Zealand 3494",,,,
8512,Opoho School,"96 Signal Hill Road, Dunedin, Opoho, New Zealand 9010",,,,
8513,Nayland College,"166 Nayland Road, Nelson, Stoke, New Zealand 7011",,,,
8514,The Tuition Centre Dereham,"GTE House, NR19 1HD, Dereham, United Kingdom .",,,,
8515,Creston College,"Private Bag X1003, KwaZulu-Natal, Oslo Beach, South Africa 4265",,,,
8516,STANFORD JUNIOR & INFANT SCHOOL,"Cooper Lane, Lincolnshire, GRIMSBY, United Kingdom DN37 7AX",,,,
8517,Kopane School,"Rongotea Road, Palmerston North, Kopane, New Zealand 4476",,,,
8518,Kaitaia Abundant Life School,"11 North Road, Kaitaia, Kaitaia, New Zealand 0441",,,,
8519,Royal Oak Primary School,"Chandler Avenue, Auckland, Royal Oak, New Zealand 1023",,,,
8520,Salford School,"110 Lamond Street, Invercargill, Hargest, New Zealand 9812",,,,
8521,Tarawera High School,"58-122 River Road, Kawerau, Kawerau, New Zealand 3169",,,,
8522,Cambridge High School,"25 Swayne Road, Cambridge, Cambridge, New Zealand 3434",,,,
8523,Grey Lynn School,"44 Surrey Crescent, Auckland, Grey Lynn, New Zealand 1021",,,,
8524,"St Joseph's Catholic School, Te Aroha","41 Koromiko Street, Te Aroha, Te Aroha, New Zealand 3320",,,,
8525,Logan Park High School,"76 Butts Road, Dunedin, Dunedin, New Zealand 9054",,,,
8526,Oratia School,"West Coast Road, Auckland, Oratia, New Zealand 0604",,,,
8527,"St Patrick's Catholic School, Te Awamutu","625 Alexandra St, Te Awamutu, Te Awamutu, New Zealand 3400",,,,
8528,Te Kura o Matapihi,"398 Matapihi Road, Tauranga, Matapihi, New Zealand 3175",,,,
8529,Waimea Intermediate,"48 Salisbury Road, Nelson, Richmond, New Zealand 7020",,,,
8530,Mount Cotton State School QLD,"1246 Mount Cotton Road, QLD, Mount Cotton, Australia 4165",,,,
8531,Emc2 Maths Academy,"54 Myburgh Street, Western Cape, Strand, South Africa 7140",,,,
8532,Holy Family College,"40 Oxford Rd, Gauteng, Parktown, South Africa 2193",,,,
8533,Manawaru School,"Manawaru Road, Te Aroha, Te Aroha, New Zealand 3391",,,,
8534,Brington C of E Primary School,"Church Lane, PE28 5AE, Huntingdon, Cambs, United Kingdom .",,,,
8535,KING CHARLES 1ST LOWER SCHOOL,"Borrington Road, Worcestershire, KIDDERMINSTER, United Kingdom DY10 3ED",,,,
8536,St. Cuthbert's RC Primary School,"Parkfield, TS183SY, Stockton on Tees, United Kingdom .",,,,
8537,Pecanwood College,"Corner Oberon Drive and R512, North West, Hartbeespoort, South Africa 0240",,,,
8538,Agnus Dei Private home school,"Portion 8, Mpumalanga, Nelspruit, South Africa 1200",,,,
8539,Central Mangrove Public School NSW,"Wisemans Ferry Rd, NSW, Central Mangrove, Australia 2250",,,,
8540,"Kaingaroa School, Kaitaia","Highway 10, Kaitaia, Kaingaroa, New Zealand 0483",,,,
8541,Jan Evans Learning Group,"35 Meddins Lane, DY7 6BZ, Kinver, United Kingdom .",,,,
8542,Amisfield School,"Moffat Road, Tokoroa, Tokoroa, New Zealand 3420",,,,
8543,"Meadowbank Public School, Ryde NSW","2 Thistle st, NSW, Ryde, Australia 2112",,,,
8544,"St Paul's Primary, Albion Park NSW","Tongarra Road, NSW, Albion Park, Australia 2528",,,,
8545,"TAFE Western Sydney Institute, Nepean College NSW","12-44 O'Connell St, NSW, Kingswood, Australia 2747",,,,
8546,HOLGATE MEADOWS C S,"Lindsay Road, ., SHEFFIELD, United Kingdom S5 7WE",,,,
8547,Kip McGrath Portsmouth,"Cumberland Business Centre, Hampshire, Portsmouth, United Kingdom PO51DS",,,,
8548,Allandale School,"King Street, Whakatane, Kopeopeo, New Zealand 3120",,,,
8549,Longford Intermediate School,"5 Wayland Street, Gore, Gore, New Zealand 9710",,,,
8550,Heard Home School,"5 Portland Way, Nottinghamshire, MANSFIELD, United Kingdom NG21 9FE",,,,
8551,Nayland Primary school,"225, Nelson, Stoke, New Zealand 7011",,,,
8552,"Hillsborough Public School, Charlestown NSW","83 Waratah Avenue, NSW, CHARLESTOWN, Australia 2290",,,,
8553,Te Whanau-A-Apanui Area School,"6978 State High Way 35, Opotiki, Te Kaha, New Zealand 3199",,,,
8554,St Hilda's Anglican Girls (Junior) WA,"McCabe St, WA, Mosman Park, Australia 6014",,,,
8555,Harrington Park Public School NSW,"Sir Warwick Fairfax Dr, NSW, Harrington Park, Australia 2567",,,,
8556,Lauderdale Primary TAS,"2acton rd, TAS, lauderdale, Australia 7018",,,,
8557,Oasis Covenant Homeschool Coop,"308 NORTH ST, Maryland, EASTON, USA 21601-3613",,,,
8558,Mulbring Public School NSW,"Water Street, NSW, Mulbring, Australia 2323",,,,
8559,Kerepehi School,"McGowan Avenue, Kerepehi, Paeroa, New Zealand 3671",,,,
8560,Tokoroa Intermediate,"Elizabeth Drive, Tokoroa, Tokoroa, New Zealand 3444",,,,
8561,Tallong Public School NSW,"Bumballa Street, NSW, TALLONG, Australia 2579",,,,
8562,"St Johns Primary School, Scarborough WA","21 Lalor Street, WA, Scarborough, Australia 6019",,,,
8563,Cannon Hill State School QLD,"845 Wynnum Road, QLD, Cannon Hill, Australia 4152",,,,
8564,"St Luke's Primary School, Woodvale WA","Duffey Terrace, WA, Woodvale, Australia 6026",,,,
8566,"St John Paul II Primary, Banksia WA","6 Kurraong Blvd, WA, Banksia Grove, Australia 6031",,,,
8567,Mukinbudin District High School WA,"White street, WA, Mukinbudin, Australia 6479",,,,
8568,Westwood High,"Kelsall Street, Oldham, ., United Kingdom OL96HR",,,,
8569,Bombay School,"35 Paparata Road, Auckland, Bombay, New Zealand 2675",,,,
8570,Warkworth School,"36 Hill street, Auckland, Warkworth, New Zealand 0910",,,,
8571,Whangarei Adventist Christian School,"82 Whau Valley Road, Whangarei, Whau Valley, New Zealand 0112",,,,
8572,Tamaki Primary School,"Alamein Street, Auckland, Glen Innes, New Zealand 1072",,,,
8573,"Pretty Beach Public School, Wagstaff NSW","Pretty Beach Rd, NSW, Pretty Beach, Australia 2257",,,,
8574,Mahony Maths Centre,"Misa Park, Gauteng, Northcliff Ext 9, South Africa 2195",,,,
8575,Haven Academy,"44 Cato Road, KwaZulu-Natal, Kloof, South Africa 3610",,,,
8576,Brightwaters Christian College NSW,"82 Bulgonia Road, NSW, BRIGHTWATERS, Australia 2264",,,,
8577,"Arbor Grove Primary, Ellenbrook WA","Brookmount Drive, WA, Ellenbrook, Australia 6069",,,,
8578,Pirongia School,"100 Beechey Street, Pirongia, Pirongia, New Zealand 3844",,,,
8579,Kinross Primary WA,"Kinross drive, WA, Kinross, Australia 6028",,,,
8580,"Canberra College - Big Picture, Phillip ACT","Launceston St,, ACT, Phillip, Australia 2606",,,,
8581,Clapham High School,"P.O.Box 11160, Gauteng, Pretoria, South Africa 0121",,,,
8582,Otakiri School,"Otakiri Road, Whakatane, Whakatane, New Zealand 3193",,,,
8583,Kakanui School,"3 Fyfe Street, North Otago, Kakanui, New Zealand 9495",,,,
8584,"St Joseph's School, Oamaru","36 Usk Street, Oamaru, Oamaru, New Zealand 9400",,,,
8585,"Holy Family Primary, Gowrie ACT","Castleton Cres, ACT, Gowrie, Australia 2905",,,,
8586,"Sts Mary and Joseph Primary, Maroubra NSW","280 Fitzgerald Avenue, NSW, Maroubra, Australia 2035",,,,
8587,"Flinders Park Primary, Albany WA","Off Yatana Road, WA, ALBANY, Australia 6330",,,,
8588,Roto-O-Rangi School,"5 Kairangi Road, Cambridge, Cambridge, New Zealand 3495",,,,
8589,Nchuncheko Primary School,"871 Block R, Gauteng, Soshanguve, South Africa 0152",,,,
8590,Puriri School,"Pruriri Valley Road, RD1 Thames, Puriri, New Zealand 3578",,,,
8591,Ruapuha Uekaha Hapu Trust,"PO Box 56, Otorohonga, Otorohonga, New Zealand 3900",,,,
8592,"Mackillop College, Johnston NT","Farrar BLD, NT, Johnston, Australia 0832",,,,
8593,Nchuncheko Primary School,"871, Gauteng, Soshanguve, South Africa 0152",,,,
8594,"Burrendah Primary, Willetton WA","Castlereagh Close, WA, WILLETTON, Australia 6155",,,,
8595,"St Anne's Primary School, Sarina QLD","3 Range Road, QLD, SARINA, Australia 4737",,,,
8596,"Finke School, Alice Springs NT","Aputula Community via, NT, Alice Springs, Australia 0872",,,,
8597,Sawyers Valley Primary WA,"235 Sawyers Rd, WA, Sawyer Valley, Australia 6074",,,,
8598,"St Clare of Assisi Primary, Conder ACT","40 Heidleberg Street, ACT, CONDER, Australia 2906",,,,
8600,Waterview School,"19 Oakley Avenue, Auckland, Waterview, New Zealand 1026",,,,
8601,"St Brendan's Primary, Bankstown NSW","18 Cambridge Avenue, NSW, Bankstown, Australia 2200",,,,
8602,"St Peter's Primary, Inglewood WA","103 Wood Street, WA, Inglewood, Australia 6052",,,,
8603,"Pukenui School, Te Kuiti","King Street West, Te Kuiti, Te Kuiti, New Zealand 3910",,,,
8604,"St John's School, Ranfurly","6 Stuart Road, Ranfurly, Ranfurly, New Zealand 9332",,,,
8605,New Gisborne Primary School VIC,"239 Station Road, VIC, New Gisborne, Australia 3438",,,,
8606,Auxillium Study Centre,"Besembos street, Gauteng, Alberton, South Africa 1449",,,,
8607,Picton Public School NSW,"27 Lumsdaine Street, NSW, Picton, Australia 2571",,,,
8608,Training Connect,"694-712 London Road, *, HOUNSLOW, United Kingdom TW3 1PG",,,,
8609,Te Kura o Rangiriri,"39 RangiririRoad, Te Kauwhata, Te Kauwhata, New Zealand 3782",,,,
8610,Crawford College Pretoria,"555 Sibelius Street, Gauteng, Lukasrand, South Africa 0027",,,,
8611,St. Anne's High school,"P.O. Box 54, North West, Bapong 2, South Africa 0301",,,,
8612,Remuera School,"25 Dromorne Road, Auckland, Remuera, New Zealand 1050",,,,
8613,Seddon School,"REDWOOD STREET, SEDDON, SEDDON, New Zealand 7210",,,,
8614,TKKM o Rotoiti,"State Highway 33 Rotoiti, Rotorua, Rotoiti, New Zealand 3010",,,,
8615,Thornton School,"Eastbank Road, Whakatane, Thornton, New Zealand 3193",,,,
8616,"Floraville Public School, Belmont NSW","Floraville Road, NSW, Belmont, Australia 2280",,,,
8617,"Iona Presentation College, Mosman Park WA","33 Palmerston St, WA, Mosman Park, Australia 6012",,,,
8618,Questelles Government School,"Top Questelles, St.Vincent  and the Grenadines, Kingstown, Saint Vincent and the Grenadines 00000",,,,
8619,Highlands Intermediate,"260A Coronation Avenue, New Plymouth, Welbourn, New Zealand 4312",,,,
8620,Hoerskool Die Fakkel High,"Rifle Range , Rossentenville, Gauteng, Johannesburg, South Africa 1453",,,,
8621,Kowhai School,"407 Hastings St South, Auckland, Auckland, New Zealand 1026",,,,
8622,Mangakahia Area School,"1480 Mangakahia Road, Titoki, Titoki, New Zealand 0172",,,,
8623,Manukura,"Centennial Drive, Palmerston North, Hokowhitu, New Zealand 4410",,,,
8624,Glendowie School,"217 Riddell Road, Auckland, Glendowie, New Zealand 1071",,,,
8625,Blacker Hill Learning Centre,"Wentworth Road, South Yorkshire, Barnsley, United Kingdom S66 8QZ",,,,
8626,AWE August Intake 2014,"x, x, x, United Kingdom x",,,,
8627,"Sacred Heart Girls' College, Hamilton","P O Box 4064, Hamilton, Hamilton East, New Zealand 3216",,,,
8628,Mt Roskill Grammar School,"Frost Road, Auckland, Mt Roskill, New Zealand 10002",,,,
8629,Manawatu College,"Ladys Mile, Foxton, Foxton, New Zealand 4815",,,,
8630,Carramar Primary WA,"Houghton Drive, WA, Carramar, Australia 6031",,,,
8631,Nords Wharf Public School NSW,"55 Marine Parade, NSW, NORDS WHARF, Australia 2281",,,,
8633,Dunstan High School,"Enterprise St, Alexandra, Alexandra, New Zealand 9320",,,,
8634,Demo 2 School,"123 Demo St, NSW, Sydney, Australia 2000",,,,
8635,INGWAZI SATURDAY SCHOOL,"28 NOBLE ROAD, KwaZulu-Natal, BEREA, South Africa 4001",,,,
8636,Kids Scholastic Foundation Of Alabama,"P.O. Box 61, AL, Chelsea, AL USA, Australia 30543",,,,
8637,K. Bashir,"20 Bevin Square, Greater London, LONDON, United Kingdom SW17 7BB",,,,
8638,Flanshaw Road School,"51 Flanshaw Road, Auckland, Te Ataatu Sth, New Zealand 0610",,,,
8639,Laka Maths Study Centre,"63 Fire Lily Crescent, Gauteng, Midrand, South Africa 1687",,,,
8640,Stanwell Park Public School NSW,"54-62 Stanwell Avenue, NSW, STANWELL PARK, Australia 2508",,,,
8641,MAIL BOXES ETC,"Dorset House, Essex, CHELMSFORD, United Kingdom CM1 1TB",,,,
8642,Department of Corrections,"Private Bag 1206, Wellington, Wellington, New Zealand 6004",,,,
8643,The Academy at Minds In Motion,"11 Sycamore Creek Drive, OH, Springboro OH, Australia 45066",,,,
8644,Wattle Grove Public School NSW,"Cressbrook Drive, NSW, WATTLE GROVE, Australia 2173",,,,
8645,Neutral Bay Public School NSW,"Cnr Ben Boyd Rd & Yeo Street, NSW, NEUTRAL BAY, Australia 2089",,,,
8646,"St Therese's Primary, Sadleir NSW","96 Cartwright Avenue, NSW, SADLEIR, Australia 2168",,,,
8648,Sunset Primary School,"140-170 Sunset Road, Rotorua, Fordlands, New Zealand 3015",,,,
8649,Motumaoho School,"2085 Hamilton Road, Motumaoho, RD 2, New Zealand 3372",,,,
8650,Ilim College - Dallas Campus,"30 Inverloch Cres, VIC, BROADMEADOWS, Australia 3047",,,,
8651,St Dominic's Priory Primary,"1 Godlonton Avenue, Eastern Cape, Miramar, South Africa 6045",,,,
8652,Girls and Boystown,"p o box 57 Magaliesburg 1791, Gauteng, Mogale City, South Africa 1791",,,,
8653,St Dominic's Priory High School,"Godlonton Avenue, Eastern Cape, Miramar, South Africa 6070",,,,
8654,Yeoville Community School,"66 Regent Street, Gauteng, Yeoville, South Africa 2198",,,,
8655,Putaruru Primary School,"Kennedy Drive, Putaruru, Putaruru, New Zealand 3443",,,,
8656,Arrowtown School,"9 Chalmers Place, Arrowtown, Arrowtown, New Zealand 9351",,,,
8657,Kaitaia College,"Redan Road, Kaitaia, Redan, New Zealand 0410",,,,
8658,ALBARAKA EDUCATIONAL CENTRE,"DOAH, QATAR, MUAITHER, QATAR 3815",,,,
8659,Tukes Education,"NAViGO House, 3-7 Brighowgate,, DN313DT, N E Lincs., UK .",,,,
8660,"North Shore Coaching College, Chatswood NSW","North Shore House, NSW, CHATSWOOD, Australia 2067",,,,
8661,Sussex Inlet Public School NSW,"39 Thomson Street, NSW, SUSSEX INLET, Australia 2540",,,,
8662,Willunga Primary SA,"247 Main Road, SA, Willunga, Australia 5171",,,,
8663,Three Kings School,"994 mt Albert road, Auckland, Three kings, New Zealand 1091",,,,
8664,Walter Sisulu Primary,"2375 Umhlume Street, Gauteng, Olievenhoutbosch, South Africa 0147",,,,
8665,ST. WERBURGH & ST. COLUMBA RC PRIMARY SCHOOL,"Lightfoot Street, Cheshire, CHESTER, United Kingdom CH2 3AD",,,,
8666,AWE August Intake2,"*, *, *, United Kingdom *",,,,
8667,ConquerMaths Academy,"Black Rock, St. Michael, Bridgetown, Barbados bb",,,,
8668,Lichfield School,"Lichfield Road, Lichfield, Lichfield, New Zealand 3482",,,,
8669,Pokuru School,"873/2 Pokuru Road, Pokuru, Pokuru, New Zealand 3840",,,,
8670,Dovedale Primary School,"457 Old Coach Road RD1 Upper Moutere, Nelson, Nelson, New Zealand 7173",,,,
8671,Te Mahoe School,"Galatea Road, Whakatane, Te Teko, New Zealand 3120",,,,
8672,Groenvlei High School,"C/O Barend and St. Joseph road, Western Cape, Lansdowne, South Africa 7780",,,,
8673,Halstead School,"Woking, GU214EE, Surrey, United States .",,,,
8674,Succeed Tuition,"1 Carden Close, ., WARRINGTON, United Kingdom WA3 6LT",,,,
8675,"Bulla Camp Primary, Katherine NT","Bulla via, NT, KATHERINE, Australia 0852",,,,
8676,East London Home Educators,"53 Goodall Road, Greater London, LONDON, United Kingdom E11 4ER",,,,
8677,Darlington Learning Zone,"Imperial Centre, Co Durham, Darlington, United Kingdom DL1 5PE",,,,
8678,Matakana School,"952 Matakana Road, Warkworth, Warkworth, New Zealand 0985",,,,
8679,Buller High School,"33-39 Derby street, Westport, Westport, New Zealand 7866",,,,
8680,Ashbrook School,"c/o Wellington Street, Opotiki, Opotiki, New Zealand 3122",,,,
8681,St Teilo's CIW School,"Circle Way East, CF239PD, Wales, United Kingdom .",,,,
8682,Mosaic Learning Centre,"370 Manchester Road, Oldham, Hollinwood, United Kingdom OL97PG",,,,
8683,Hobsonville Point Secondary School,"70 Hobsonville Point Road, Auckland, Auckland, New Zealand 0657",,,,
8684,DV8 Academy,"Silver Birch House, LONDON, Walthamstow, United Kingdom E17 5SD",,,,
8685,"Belmont School, Lower Hutt","Western Hutt Road, Lower Hutt, Belmont, New Zealand 5010",,,,
8686,Opihi College,"Richard Pearse Drive, Temuka, Temuka, New Zealand 7920",,,,
8687,Oxford Crescent School,"5 Oxford Crescent, Wellington, Upper Hutt, New Zealand 5018",,,,
8688,Pretoria High School Girls,"Blackmore 357 -Jr, Gauteng, Arcadia, South Africa 0002",,,,
8689,Connolly Primary WA,"Fairway Circle, WA, Connolly, Australia 6027",,,,
8690,"A Star Tutoring Centre, Riverton WA","Ctr High Rd and Riley Rd, WA, Riverton, Australia 6148",,,,
8691,HIGH ARCAL SCHOOL,"High Arcal Drive, West Midlands, DUDLEY, United Kingdom DY3 1BP",,,,
8692,MathFanatix,"Fontabelle, St. Michael, Bridgetown, Barbados 00000",,,,
8693,Taiwananga O Aotearoa,"Tai W&#257;nanga Ruakura Research Centre, Hamilton, Hamilton East, New Zealand 3200",,,,
8694,Red Bay Primary,"271 Shamrock Rd, Caymen Islands, Grand Cayman, United Kingdom .",,,,
8695,ST. SAVIOURS C OF E PRIMARY SCHOOL,"Shirland Road, Greater London, LONDON, United Kingdom W9 2JD",,,,
8696,"St Joseph's School, Timaru","50 Kelvin Street, Timaru, Timaru, New Zealand 7910",,,,
8697,Clinton School,"Halsey Street, Clinton, Clinton, New Zealand 9534",,,,
8698,Tokoiti School,"Leman Street, Milton, Milton, New Zealand 9220",,,,
8699,"St Saviour's College, Toowoomba QLD","Neil St, QLD, TOOWOOMBA, Australia 4350",,,,
8700,ALBARAKA EDUCATIONAL CENTRE,"., QATAR, ., QATAR 516",,,,
8701,Hastings Intermediate School,"Hastings St Sth, Hastings, Akina, New Zealand 4213",,,,
8702,Te Kauwhata Primary School,"Wira Street, Te Kauwhata, Te Kauwhata, New Zealand 3741",,,,
8703,"St John's Primary, Dubbo NSW","138 Sheraton Road, NSW, Dubbo, Australia 2830",,,,
8704,St Aloysius College (Junior) Milsons Point NSW,"29 Burton Street, NSW, MILSONS POINT, Australia 2061",,,,
8705,Australian International Academy VIC,"TBA, VIC, Caroline springs, Australia 3023",,,,
8706,Massey Primary School,"326 Don Buck Road, Auckland, Massey, New Zealand 0614",,,,
8707,Success4All,"160-164 Ellesmere Road, Tyne And Wear, NEWCASTLE UPON TYNE, United Kingdom NE4 8TR",,,,
8708,Wellington Girls' College,"Pipitea Street, Wellington, Thorndon, New Zealand 6011",,,,
8709,Southland Boys High School,"181 Herbert Street, Invercargill, Invercargill, New Zealand 9840",,,,
8710,"Learn With Jane, Camperdown NSW","47 Northwood Street, NSW, CAMPERDOWN, Australia 2050",,,,
8711,Ohinewai School,"39 Ohinewai South Road, Huntly, Ohinewai, New Zealand 3771",,,,
8712,Sandys Secondary Middle School,"Scott\'s Hill Road, Bermuda, Sandys, Bermuda .",,,,
8713,Cramlington Learning Village,"Highburn, NE23 6BN, Northumberland, United Kingdom .",,,,
8714,Our Lady of Lourdes Catholic Primary School,"Bradley Boulevard, HD2 1EA, Huddersfield, UK .",,,,
8715,Whakatane Intermediate School,"James Street, Whakatane, Whakatane, New Zealand 3120",,,,
8716,Willowbank School,"56 Middlefield Drive, Auckland, Dannemora, New Zealand 2016",,,,
8717,Woolston School,"3 Hopkins Street, Christchurch, Woolston, New Zealand 8023",,,,
8718,Patoka School,"Hendley Rd, RD6, Napier, Napier, New Zealand 4186",,,,
8719,"Australian International High School, Sydney NSW","TBA, NSW, TBA, Australia 2000",,,,
8720,Maruia School,"PO Box 26, Maruia, Maruia, New Zealand 7062",,,,
8721,Ruawaro Combined School,"76 Bain Road, Huntly, RD 2, New Zealand 3772",,,,
8722,Bethlehem School,"66 Carmichael Road, Tauranga, Bethlehem, New Zealand 3110",,,,
8723,Paraparaumu College,"Mazengarb Road, Paraparaumu, Paraparaumu, New Zealand 5254",,,,
8724,Gisborne Boys High School,"Stanley Road, Gisborne, Gisborne, New Zealand 4040",,,,
8725,Papakura Normal School,"143 Porchester Road, Auckland, Papakura, New Zealand 2110",,,,
8726,Queanbeyan East Public School NSW,"Thurralilly Street, NSW, QUEANBEYAN, Australia 2620",,,,
