School ID,Name,Address,,,,
76695,East Kalgoorlie Primary WA,"Cnr Cahill And Mafeking Streets, WA, KALGOORLIE, Australia 6430",,,,
76696,East Kenwick Primary WA,"96 Kenwick Road, WA, KENWICK, Australia 6107",,,,
76697,East Launceston Primary TAS,"Cnr Abbott & Mary Streets, TAS, EAST LAUNCESTON, Australia 7250",,,,
76698,East Maddington Primary WA,"79 Pitchford Avenue, WA, MADDINGTON, Australia 6109",,,,
76699,East Narrogin Primary WA,"33-41 Homer Street, WA, NARROGIN, Australia 6312",,,,
76700,Ravenswood Heights Primary TAS,"Prossers Forest Road, TAS, RAVENSWOOD, Australia 7250",,,,
76701,East Ulverstone Primary TAS,"Crawford Street, TAS, ULVERSTONE, Australia 7315",,,,
76702,"East Waikiki Primary, Cooloongup WA","21 Gibb Road, WA, COOLOONGUP, Australia 6168",,,,
76703,East Wanneroo Primary WA,"32 High Road, WA, WANNEROO, Australia 6065",,,,
76704,Eastlakes Public School NSW,"6 Florence Avenue, NSW, EASTLAKES, Australia 2018",,,,
76705,Eastwood Heights Public School NSW,"Lincoln Street, NSW, EASTWOOD, Australia 2122",,,,
76706,"Eastwood Primary, Ringwood East VIC","Alexandra Road, VIC, RINGWOOD EAST, Australia 3135",,,,
76707,Eaton Primary WA,"35 Diadem Street, WA, EATON, Australia 6232",,,,
76708,Ebenezer Public School NSW,"Sackville Road, NSW, EBENEZER, Australia 2756",,,,
76709,Ebor Public School NSW,"Ebor Street, NSW, EBOR, Australia 2453",,,,
76710,Echuca East Primary VIC,"21-31 Eyre Street, VIC, ECHUCA, Australia 3564",,,,
76711,Echuca West Primary VIC,"189 Echuca West School Road, VIC, ECHUCA, Australia 3564",,,,
76712,Echunga Primary SA,"Hahndorf Road, SA, ECHUNGA, Australia 5153",,,,
76713,"Eddystone Primary, Heathridge WA","69 Littorina Avenue, WA, HEATHRIDGE, Australia 6027",,,,
76714,Eden Hills Primary SA,"78 Wilpena Street, SA, EDEN HILLS, Australia 5050",,,,
76715,Eden Public School NSW,"124 Imlay Street, NSW, EDEN, Australia 2551",,,,
76716,Edensor Park Public School NSW,"16-34 Swan Road, NSW, EDENSOR PARK, Australia 2176",,,,
76717,Edgewater Primary WA,"76 Treetop Avenue, WA, EDGEWATER, Australia 6027",,,,
76718,Edgeworth Public School NSW,"7 Minmi Road, NSW, EDGEWORTH, Australia 2285",,,,
76719,Edi Upper Primary VIC,"832 Cheshunt Rd, VIC, EDI UPPER, Australia 3678",,,,
76720,Edith Creek Primary TAS,"Main Rd, TAS, EDITH CREEK, Australia 7330",,,,
76721,Edithburgh Primary SA,"Giles Street, SA, EDITHBURGH, Australia 5583",,,,
76722,Edithvale Primary VIC,"42-54 Edithvale Road, VIC, EDITHVALE, Australia 3196",,,,
76723,"Edwardstown Primary, Melrose Park SA","Maria Street, SA, MELROSE PARK, Australia 5039",,,,
76724,Eglinton Public School,"29 Alexander Street, NSW, EGLINTON, Australia 2795",,,,
76725,Eight Mile Plains State School QLD,"480 Underwood Road, QLD, EIGHT MILE PLAINS, Australia 4113",,,,
76726,Eildon Primary VIC,"45 High St, VIC, EILDON, Australia 3713",,,,
76727,El Arish State School QLD,"26-42 Chauvel St, QLD, EL ARISH, Australia 4855",,,,
76728,Elands Public School NSW,"Wingham Ellenborough Road, NSW, ELANDS, Australia 2429",,,,
76729,Elanora Heights Public School NSW,"43 Elanora Road, NSW, ELANORA HEIGHTS, Australia 2101",,,,
76730,Eleebana Public School NSW,"70 Ian Street, NSW, ELEEBANA, Australia 2282",,,,
76731,Elimbah State School QLD,"Lot 242 School Road, QLD, ELIMBAH, Australia 4516",,,,
76732,Elizabeth Downs Primary SA,"1-3 Heard Street, SA, ELIZABETH DOWNS, Australia 5113",,,,
76733,Elizabeth Grove Primary School,"20 Haynes Street, SA, ELIZABETH GROVE, Australia 5112",,,,
76734,Elizabeth North Primary SA,"141 Woodford Road, SA, ELIZABETH NORTH, Australia 5113",,,,
76735,Elizabeth Park Primary SA,"15 Turner Road, SA, ELIZABETH PARK, Australia 5113",,,,
76736,Elizabeth South Primary SA,"5 Chivell Street, SA, ELIZABETH SOUTH, Australia 5112",,,,
76737,Ellalong Public School NSW,"Olney Street, NSW, ELLALONG, Australia 2325",,,,
76738,"Ellangowan Public School, Casino NSW","Ellangowan Road, NSW, CASINO, Australia 2470",,,,
76739,Elliminyt Primary VIC,"176 Main Street, VIC, ELLIMINYT, Australia 3250",,,,
76740,Ellinbank Primary VIC,"13 Community Place, VIC, ELLINBANK, Australia 3821",,,,
76741,Elliott Heads State School,"143 Breusch Rd, QLD, ELLIOTT HEADS, Australia 4670",,,,
76742,"Ellison Public School, Springwood NSW","Ellison Road, NSW, SPRINGWOOD, Australia 2777",,,,
76743,Elmhurst Primary VIC,"Byerly St, VIC, ELMHURST, Australia 3469",,,,
76744,Elmore Primary VIC,"36 Michie St, VIC, ELMORE, Australia 3558",,,,
76745,Elphinstone Primary VIC,"Wright St, VIC, ELPHINSTONE, Australia 3448",,,,
76746,"Elsternwick Primary, Brighton VIC","44-48 Murphy Street, VIC, BRIGHTON, Australia 3186",,,,
76747,Eltham East Primary VIC,"16 Grove Street, VIC, ELTHAM, Australia 3095",,,,
76748,Eltham North Primary VIC,"35-47 Wattletree Road, VIC, ELTHAM, Australia 3095",,,,
76749,Eltham Public School NSW,"Boatharbour Road, NSW, ELTHAM, Australia 2480",,,,
76750,Eltham Primary VIC,"70 Dalton Street, VIC, ELTHAM, Australia 3095",,,,
76751,Embleton Primary WA,"51 Priestley Street, WA, EMBLETON, Australia 6062",,,,
76752,Emerald State School QLD,"Anakie Street, QLD, EMERALD, Australia 4720",,,,
76753,"Emerton Public School, Mt Druitt NSW","Hindemith Avenue, NSW, MT DRUITT, Australia 2770",,,,
76754,Empire Bay Public School NSW,"Empire Bay Drive, NSW, EMPIRE BAY, Australia 2257",,,,
76755,Empire Vale Public School NSW,"Wardell Road, NSW, EMPIRE VALE, Australia 2478",,,,
76756,"Emu Creek State School, Greenmount East QLD","14534 New England Hwy, QLD, GREENMOUNT EAST, Australia 4359",,,,
76757,Emu Heights Public School NSW,"Wedmore Road, NSW, EMU PLAINS, Australia 2750",,,,
76758,Emu Park State School QLD,"Fountain Street, QLD, EMU PARK, Australia 4710",,,,
76759,Emu Plains Public School NSW,"13-17 Emerald Street, NSW, EMU PLAINS, Australia 2750",,,,
76760,Enfield Public School,"Beaumaris Street, NSW, ENFIELD, Australia 2136",,,,
76761,Enfield Primary School,"2-4 Clarice Avenue, SA, ENFIELD, Australia 5085",,,,
76762,Engadine Public School NSW,"Waratah Road, NSW, ENGADINE, Australia 2233",,,,
76763,Engadine West Public School NSW,"4 Buckle Avenue, NSW, ENGADINE, Australia 2233",,,,
76764,Enngonia Public School NSW,"Lot 9 Belalie St, NSW, ENNGONIA, Australia 2840",,,,
76765,Enoggera State School QLD,"235 South Pine Road, QLD, ENOGGERA, Australia 4051",,,,
76766,Eppalock Primary VIC,"149 Patons Rd, VIC, EPPALOCK, Australia 3551",,,,
76767,Epping Heights Public School NSW,"128 Kent St, NSW, EPPING, Australia 2121",,,,
76768,Epping Primary VIC,"805 High Street, VIC, EPPING, Australia 3076",,,,
76769,Epping West Public School NSW,"96 Carlingford Road, NSW, EPPING, Australia 2121",,,,
76770,Epsom Primary VIC,"Howard Street, VIC, EPSOM, Australia 3551",,,,
76771,Eraring Public School NSW,"5 Point Piper Road, NSW, ERARING, Australia 2264",,,,
76772,Erina Heights Public School NSW,"Serpentine Road, NSW, ERINA HEIGHTS, Australia 2260",,,,
76773,"Ermington Public School, West Ryde NSW","Winbourne Street, NSW, WEST RYDE, Australia 2114",,,,
76774,Ermington West Public School NSW,"Vignes Street, NSW, ERMINGTON, Australia 2115",,,,
76775,Eromanga State School QLD,"Donald St, QLD, EROMANGA, Australia 4480",,,,
76776,"Errowanbang Public School, Carcoar NSW","Errowanbang Rd, NSW, CARCOAR, Australia 2791",,,,
76777,Eschol Park Public School NSW,"Eschol Park Drive, NSW, ESCHOL PARK, Australia 2558",,,,
76778,Esk State School QLD,"East Street, QLD, ESK, Australia 4312",,,,
76779,Eskdale Primary VIC,"Omeo Highway, VIC, ESKDALE, Australia 3701",,,,
76780,Essendon North Primary VIC,"112 Keilor Road, VIC, ESSENDON NORTH, Australia 3041",,,,
76781,Essendon Primary VIC,"38 Raleigh Street, VIC, ESSENDON, Australia 3040",,,,
76782,"Essex Heights Primary, Mount Waverley VIC","22-30 Essex Road, VIC, MOUNT WAVERLEY, Australia 3149",,,,
76783,"Westport Primary, Semaphore Park SA","53 West Street, SA, SEMAPHORE PARK, Australia 5019",,,,
76784,North Eton State School QLD,"Kinchant Dam Rd, QLD, NORTH ETON, Australia 4741",,,,
76785,Eton State School QLD,"10 Prospect Street, QLD, ETON, Australia 4741",,,,
76786,Euabalong West Public School NSW,"Euabba St, NSW, EUABALONG WEST, Australia 2877",,,,
76787,Euchareena Public School NSW,"6 Walter Street, NSW, EUCHAREENA, Australia 2866",,,,
76788,Eudlo State School QLD,"2 Highlands Road, QLD, EUDLO, Australia 4554",,,,
76789,Eulo State School QLD,"Leo St, QLD, EULO, Australia 4491",,,,
76790,Eumundi State School QLD,"1525 Eumundi-Noosa Road, QLD, EUMUNDI, Australia 4562",,,,
76791,Eumungerie Public School NSW,"Wheaton St, NSW, EUMUNGERIE, Australia 2831",,,,
76792,Eungai Public School,"Main Street, NSW, EUNGAI CREEK, Australia 2441",,,,
76793,"Eungella State School, Via Mackay QLD","Chelmer St Dalrymple Heights, QLD, VIA MACKAY, Australia 4757",,,,
76794,Eureka Public School NSW,"Lismore Road, NSW, EUREKA, Australia 2480",,,,
76795,Euroa Primary School,"Clifton Street, VIC, EUROA, Australia 3666",,,,
76796,"Eurongilly Public School, Junee NSW","1362 Eurongilly/Wagga Rd, NSW, JUNEE, Australia 2663",,,,
76797,Euston Public School NSW,"Sturt Highway, NSW, EUSTON, Australia 2737",,,,
76798,Evandale Primary TAS,"5-11 Barclay Street, TAS, EVANDALE, Australia 7212",,,,
76799,Evanston Gardens Primary SA,"71 Angle Vale Road, SA, EVANSTON GARDENS, Australia 5116",,,,
76800,Evatt Primary ACT,"Heydon Crescent, ACT, EVATT, Australia 2617",,,,
76801,Everton Park State School QLD,"15 Deakin Street, QLD, EVERTON PARK, Australia 4053",,,,
76802,Exeter Public School NSW,"School Road, NSW, EXETER, Australia 2579",,,,
76803,Exeter Primary TAS,"Glen-Ard-Mohr Road, TAS, EXETER, Australia 7275",,,,
76804,"Exford Primary, Melton South VIC","Exford Rd Exford via, VIC, MELTON SOUTH, Australia 3338",,,,
76805,"Fairfax Public School, Boggabri NSW","Maules Creek via, NSW, BOGGABRI, Australia 2382",,,,
76806,Fairfield Heights Public School NSW,"Station Street, NSW, FAIRFIELD, Australia 2165",,,,
76807,Fairfield Public School NSW,"68-82 Smart Street, NSW, FAIRFIELD, Australia 2165",,,,
76808,Fairfield Primary VIC,"Langridge Street, VIC, FAIRFIELD, Australia 3078",,,,
76809,Fairfield West Public School NSW,"Palmerston Road, NSW, FAIRFIELD WEST, Australia 2165",,,,
76810,"Fairvale Public School, Fairfield NSW","83-99 Wolseley Street, NSW, FAIRFIELD, Australia 2165",,,,
76811,"Buninyong Public School, Dubbo NSW","272 Myall Street, NSW, DUBBO, Australia 2830",,,,
76812,Fairview Park Primary SA,"Pangari Drive, SA, FAIRVIEW PARK, Australia 5126",,,,
76813,"Fairview Primary, Collie WA","Vernon Street, WA, COLLIE, Australia 6225",,,,
76814,"Fairview Primary, New Norfolk TAS","2 North Crescent, TAS, NEW NORFOLK, Australia 7140",,,,
76815,Fairy Meadow Demonstration School NSW,"Princes Highway, NSW, FAIRY MEADOW, Australia 2519",,,,
76816,"Faith Lutheran College, Redlands (Primary) QLD","132 Link Rd, QLD, VICTORIA POINT, Australia 4165",,,,
76817,Falls Creek Public School NSW,"26 Vidler Road, NSW, FALLS CREEK, Australia 2540",,,,
76818,Falls Creek Primary VIC,"Slalom Street, VIC, FALLS CREEK, Australia 3699",,,,
76819,"Falls Road Primary, Lesmurdie WA","50 Falls Road, WA, LESMURDIE, Australia 6076",,,,
76820,Farleigh State School QLD,"Lot 1 Chidlow St, QLD, FARLEIGH, Australia 4741",,,,
76821,"Farmborough Road Public School, Unanderra NSW","56 Farmborough Road, NSW, UNANDERRA, Australia 2526",,,,
76822,Farrer Primary ACT,"Lambrigg Street, ACT, FARRER, Australia 2607",,,,
76823,Fawkner Primary VIC,"40 Lorne Street, VIC, FAWKNER, Australia 3060",,,,
76824,"Federal State School, Pomona QLD","1612 Bruce Highway, QLD, POMONA, Australia 4568",,,,
76825,"Feluga State School, Feluga Via Tully QLD","Feluga Rd, QLD, FELUGA VIA TULLY, Australia 4854",,,,
76826,Fennell Bay Public School NSW,"6 Bay Road, NSW, FENNELL BAY, Australia 2283",,,,
76827,"Ferncourt Public School, Marrickville NSW","74 Premier Street, NSW, MARRICKVILLE, Australia 2204",,,,
76828,Fernvale State School QLD,"Brisbane Valley Highway, QLD, FERNVALE, Australia 4306",,,,
76829,Ferny Creek Primary School,"34 School Road, VIC, FERNY CREEK, Australia 3786",,,,
76830,Ferny Hills State School QLD,"30-56 Illuta Avenue, QLD, FERNY HILLS, Australia 4055",,,,
76831,Fig Tree Pocket State School QLD,"72 Cubberla Street, QLD, FIG TREE POCKET, Australia 4069",,,,
76832,Finch Hatton State School QLD,"Eungella Road, QLD, FINCH HATTON, Australia 4756",,,,
76833,"Findon Primary, Mill Park VIC","Cuthbert Drive, VIC, MILL PARK, Australia 3082",,,,
76834,Fingal Primary TAS,"Seymour Street, TAS, FINGAL, Australia 7214",,,,
76835,Finley Public School NSW,"21-39 Coree Street, NSW, FINLEY, Australia 2713",,,,
76836,"Fitzgerald State School, North Mackay QLD","54-56 Norris Road, QLD, NORTH MACKAY, Australia 4740",,,,
76837,Fitzroy North Primary VIC,"Fergie Street, VIC, FITZROY NORTH, Australia 3068",,,,
76838,Fitzroy Primary VIC,"George Street, VIC, FITZROY, Australia 3065",,,,
76839,Five Dock Public School NSW,"13-33 Henry Street, NSW, FIVE DOCK, Australia 2046",,,,
76840,Flagstone Creek State School QLD,"Flagstone Creek Rd, QLD, FLAGSTONE CREEK, Australia 4344",,,,
76841,"Flaxmill Primary P-7 School, Morphett Vale SA","80 Flaxmill Road, SA, MORPHETT VALE, Australia 5162",,,,
76842,Flemington Primary VIC,"167 Mount Alexander Road, VIC, FLEMINGTON, Australia 3031",,,,
76843,"Flinders View Primary, Port Augusta West SA","Chinnery Street, SA, PORT AUGUSTA WEST, Australia 5700",,,,
76844,Florey Primary ACT,"Ratcliffe Crescent, ACT, FLOREY, Australia 2615",,,,
76845,Flying Fish Point State School QLD,"Maud Street, QLD, FLYING FISH POINT, Australia 4860",,,,
76846,Footscray North Primary VIC,"14 Rosamond Road, VIC, FOOTSCRAY, Australia 3011",,,,
76847,Footscray City Primary VIC,"Hyde Street, VIC, FOOTSCRAY, Australia 3011",,,,
76848,Footscray Primary VIC,"100 Geelong Road, VIC, FOOTSCRAY, Australia 3011",,,,
76849,Footscray West Primary VIC,"17 Argyle Street, VIC, FOOTSCRAY WEST, Australia 3012",,,,
76850,Forbes North Public School NSW,"Cnr Thomson & Facey Streets, NSW, FORBES, Australia 2871",,,,
76851,"Forbes Primary, Plympton South SA","80 Thomas Street, SA, PLYMPTON SOUTH, Australia 5038",,,,
76852,"Forest Crescent Primary, Thornlie WA","83 Forest Crescent, WA, THORNLIE, Australia 6108",,,,
76853,Forest Hill Public School NSW,"Sturt Highway, NSW, FOREST HILL, Australia 2651",,,,
76854,Forest Hill State School QLD,"13 Church Street, QLD, FOREST HILL, Australia 4342",,,,
76855,Forest Lodge Public School NSW,"231-233 Bridge Road, NSW, FOREST LODGE, Australia 2037",,,,
76856,Forest Primary TAS,"Mengha Road, TAS, FOREST, Australia 7330",,,,
76857,Moama Public School NSW,"Simms Street, NSW, MOAMA, Australia 2731",,,,
76858,Forrest Primary ACT,"Hobart Avenue, ACT, FORREST, Australia 2603",,,,
76859,Forrest Primary VIC,"10 Grant St, VIC, FORREST, Australia 3236",,,,
76860,Forrestdale Primary WA,"35 Broome Street, WA, FORRESTDALE, Australia 6112",,,,
76861,Forrestfield Primary WA,"45 Sussex Road, WA, FORRESTFIELD, Australia 6058",,,,
76862,Forsayth State School,"Third St, QLD, FORSAYTH, Australia 4871",,,,
76863,Hallidays Point Public School NSW,"300 Diamond Beach Road, NSW, HALLIDAYS POINT, Australia 2430",,,,
76864,"Fort Street Public School, Sydney NSW","Upper Fort St via Watson Road, NSW, SYDNEY, Australia 2000",,,,
76865,Foster Primary VIC,"75 Pioneer Street, VIC, FOSTER, Australia 3960",,,,
76866,"Fountain Gate Primary, Narre Warren VIC","Prospect Hill Road, VIC, NARRE WARREN, Australia 3805",,,,
76867,Frances Primary SA,"Bradley Avenue, SA, FRANCES, Australia 5262",,,,
76868,"Frank Partridge VC Public, Nambucca Heads NSW","50 Centenary Parade, NSW, NAMBUCCA HEADS, Australia 2448",,,,
76869,"Franklin Public School, Tumut NSW","2-28 Forest Street, NSW, TUMUT, Australia 2720",,,,
76870,Franklin Primary TAS,"10 New Road, TAS, FRANKLIN, Australia 7113",,,,
76871,Frankston East Primary VIC,"Ashleigh Avenue, VIC, FRANKSTON, Australia 3199",,,,
76872,Frankston Heights Primary VIC,"Kalmia Street, VIC, FRANKSTON, Australia 3199",,,,
76873,Frankston Primary VIC,"40 Davey Street, VIC, FRANKSTON, Australia 3199",,,,
76874,"Fraser Park Primary, Murray Bridge SA","25-27 Burdekin Avenue, SA, MURRAY BRIDGE, Australia 5253",,,,
76875,Fraser Primary ACT,"177 Tillyard Drive, ACT, FRASER, Australia 2615",,,,
76876,Frederickton Public School NSW,"1 Great North Road, NSW, FREDERICKTON, Australia 2440",,,,
76877,Freeling Primary SA,"Coulls Street, SA, FREELING, Australia 5372",,,,
76878,Freemans Reach Public School NSW,"Kurmond Road, NSW, FREEMANS REACH, Australia 2756",,,,
76879,Freestone State School QLD,"82 Freestone School Rd, QLD, FREESTONE VIA WARWICK, Australia 4370",,,,
76880,Frenchs Forest Public School NSW,"Ann Street, NSW, FRENCHS FOREST, Australia 2086",,,,
76881,Freshwater State School QLD,"10 Corkill Street, QLD, FRESHWATER, Australia 4870",,,,
76882,"Fulham North Primary, Henley Beach SA","Lot 220 Cheadle Street, SA, HENLEY BEACH, Australia 5022",,,,
76883,"Gabbinbar State School, Centenary Heights QLD","319-331 Mackenzie Street, QLD, CENTENARY HEIGHTS, Australia 4350",,,,
76884,"JRLF - Gagebrook Primary, Gagebrook TAS","Tottenham Road, TAS, GAGEBROOK, Australia 7030",,,,
76885,Galston Public School NSW,"Arcadia Road, NSW, GALSTON, Australia 2159",,,,
76886,Ganmain Public School NSW,"19-41 Langham St, NSW, GANMAIN, Australia 2702",,,,
76887,Garah Public School NSW,"Cnr Ashley & Benarba Streets, NSW, GARAH, Australia 2405",,,,
76888,Garbutt State School QLD,"76 Chandler Street, QLD, GARBUTT, Australia 4814",,,,
76889,Garden Suburb Public School,"Prospect Road, NSW, GARDEN SUBURB, Australia 2289",,,,
76890,"Gardeners Road Public School, Rosebery NSW","Cnr Gardeners & Botany Rds, NSW, ROSEBERY, Australia 2018",,,,
76891,"Gardenvale Primary, Brighton East VIC","44 & 66 Landcox Street, VIC, BRIGHTON EAST, Australia 3187",,,,
76892,Garfield Primary VIC,"84 Railway Avenue, VIC, GARFIELD, Australia 3814",,,,
76893,Gargett State School QLD,"Tom Lynch St, QLD, GARGETT, Australia 4741",,,,
76894,Gatton State School,"46 William Street, QLD, GATTON, Australia 4343",,,,
76895,Gawler East Primary SA,"Finch Road, SA, GAWLER EAST, Australia 5118",,,,
76896,Gawler Primary SA,"School Lane, SA, GAWLER, Australia 5118",,,,
76897,Gayndah State School QLD,"33 Meson Street, QLD, GAYNDAH, Australia 4625",,,,
76898,Geebung State School QLD,"250 Newman Rd, QLD, GEEBUNG, Australia 4034",,,,
76899,Geelong East Primary VIC,"184 Boundary Road, VIC, EAST GEELONG, Australia 3219",,,,
76900,Geelong South Primary VIC,"200 Yarra Street, VIC, GEELONG, Australia 3220",,,,
76901,"Geham State School, Cabarlah QLD","New England Highway, QLD, CABARLAH, Australia 4352",,,,
76902,Gembrook Primary VIC,"50 Main Street, VIC, GEMBROOK, Australia 3783",,,,
76903,"Port Dalrymple School, George Town TAS","147-185 Agnes St, TAS, GEORGE TOWN, Australia 7253",,,,
76904,Georgetown Primary SA,"Pitt Street, SA, GEORGETOWN, Australia 5472",,,,
76905,Georgetown State School QLD,"High St, QLD, GEORGETOWN, Australia 4871",,,,
76906,Blair Athol North B-7 School SA,"Marmion Avenue, SA, BLAIR ATHOL, Australia 5084",,,,
76907,Geranium Primary SA,"1-3 Geranium Terrace, SA, GERANIUM, Australia 5301",,,,
76908,Gerogery Public School NSW,"Albury Road, NSW, GEROGERY, Australia 2642",,,,
76909,Gerringong Public School NSW,"12 Archibald Road, NSW, GERRINGONG, Australia 2534",,,,
76910,Geurie Public School NSW,"58-64 Narragal Street, NSW, GEURIE, Australia 2831",,,,
76911,"Gibbs Street Primary, East Cannington WA","79-93 Gibbs Street, WA, EAST CANNINGTON, Australia 6107",,,,
76912,Gidgegannup Primary WA,"Bunning Road, WA, GIDGEGANNUP, Australia 6083",,,,
76913,Gilgai Public School NSW,"Gilgai Creek, NSW, GILGAI, Australia 2360",,,,
76914,Gilgandra Public School NSW,"Wrigley Street, NSW, GILGANDRA, Australia 2827",,,,
76915,"Gilles Plains Primary, Hillcrest SA","489b North East Road, SA, HILLCREST, Australia 5086",,,,
76916,"Gillwinga Public School, South Grafton NSW","Hyde Street, NSW, SOUTH GRAFTON, Australia 2460",,,,
76917,Gilmore Primary ACT,"Heagney Crescent, ACT, GILMORE, Australia 2905",,,,
76918,Gin Gin State School QLD,"13 May Street, QLD, GIN GIN, Australia 4671",,,,
76919,Gindie State School QLD,"Old Cullen-La-Ringo Rd, QLD, GINDIE, Australia 4702",,,,
76920,Giralang Primary ACT,"Canopus Crescent, ACT, GIRALANG, Australia 2617",,,,
76921,Girraween Public School NSW,"9 Bando Road, NSW, GIRRAWEEN, Australia 2145",,,,
76922,"Hudson Park Primary, Girrawheen WA","23 Arnos Way, WA, GIRRAWHEEN, Australia 6064",,,,
76923,Giru State School QLD,"Luxton Street, QLD, GIRU, Australia 4809",,,,
76924,Gisborne Primary VIC,"35 Fisher Street, VIC, GISBORNE, Australia 3437",,,,
76925,"Givelda State School, Pine Creek QLD","754 Pine Creek Rd, QLD, PINE CREEK, Australia 4670",,,,
76926,Gladesville Public School NSW,"178 Victoria Road, NSW, GLADESVILLE, Australia 2111",,,,
76927,"Gladesville Primary, Kilsyth VIC","Gladesville Drive, VIC, KILSYTH, Australia 3137",,,,
76928,Gladstone Central State School QLD,"74 Auckland Street, QLD, GLADSTONE, Australia 4680",,,,
76929,Gladstone Park Primary VIC,"38-60 Taylor Drive, VIC, GLADSTONE PARK, Australia 3043",,,,
76930,Gladstone Public School NSW,"13 Kinchela Street, NSW, GLADSTONE, Australia 2440",,,,
76931,Gladstone Primary SA,"2 West Terrace, SA, GLADSTONE, Australia 5473",,,,
76932,"Trinity College, Gladstone QLD","4 Archer Street, QLD, GLADSTONE, Australia 4680",,,,
76933,Gladstone Views Primary VIC,"195-227 Carrick Drive, VIC, GLADSTONE PARK, Australia 3043",,,,
76934,Gladstone West State School QLD,"Boles Street, QLD, GLADSTONE, Australia 4680",,,,
76935,"Glamorgan Vale State School, Fernvale QLD","750 Glamorgan Vale Rd, QLD, FERNVALE, Australia 4306",,,,
76936,Glass House Mountains State School QLD,"58 Coonowrin Road, QLD, GLASS HOUSE MOUNTAINS, Australia 4518",,,,
76937,Glebe Public School,"9-25 Derwent Street, NSW, GLEBE, Australia 2037",,,,
76938,Glen Forrest Primary WA,"34 Tillbrook Street, WA, GLEN FORREST, Australia 6071",,,,
76939,Jungdranung Remote Community School WA,"Glen Hill Station via, WA, KUNUNURRA, Australia 6743",,,,
76940,Glen Innes Public School NSW,"169 Church Street, NSW, GLEN INNES, Australia 2370",,,,
76941,Glen Innes West Infants School NSW,"Coronation Avenue, NSW, GLEN INNES, Australia 2370",,,,
76942,Glen Iris Primary VIC,"170 Glen Iris Road, VIC, GLEN IRIS, Australia 3146",,,,
76943,"Glen Katherine Primary, Eltham VIC","19 Calendonia Drive, VIC, ELTHAM, Australia 3095",,,,
76944,"Wyndham Park Primary, Werribee VIC","59 Kookaburra Avenue, VIC, WERRIBEE, Australia 3030",,,,
76945,Glen Osmond Primary School,"5 Fisher Street, SA, MYRTLE BANK, Australia 5064",,,,
76946,"Glen Park Primary, Ballarat Rsd VIC","265 Ralstons Rd, VIC, BALLARAT RSD, Australia 3352",,,,
76947,Glen Waverley Primary VIC,"774 High Street Road, VIC, GLEN WAVERLEY, Australia 3150",,,,
76948,"Glen William Public School, Clarence Town NSW","717 Glen William Road, NSW, CLARENCE TOWN, Australia 2321",,,,
76949,Glencoe Central Primary SA,"Kirrup Road, SA, GLENCOE, Australia 5291",,,,
76950,Glencoe Primary School,"12 Brigadoon Close, WA, HALLS HEAD, Australia 6210",,,,
76951,"Glendal Primary, Glen Waverley VIC","55 Nottingham Street, VIC, GLEN WAVERLEY, Australia 3150",,,,
76952,Glendale East Public School NSW,"8 Margot Street, NSW, GLENDALE, Australia 2285",,,,
76953,"Glendale Primary, Hamersley WA","21 Glendale Avenue, WA, HAMERSLEY, Australia 6022",,,,
76954,Gleneagle State School QLD,"126-146 Mt Lindsay Highway, QLD, GLENEAGLE, Australia 4285",,,,
76955,Glenella State School QLD,"35-55 Hill End Road, QLD, GLENELLA, Australia 4740",,,,
76956,"Glenferrie Primary, Hawthorn VIC","78-96 Manningtree Road, VIC, HAWTHORN, Australia 3122",,,,
76957,Glenfield Public School NSW,"54 Railway Parade, NSW, GLENFIELD, Australia 2167",,,,
76958,"Glengala Primary, Sunshine West VIC","Kermeen Street, VIC, SUNSHINE WEST, Australia 3020",,,,
76959,Glengarry Primary VIC,"Cairnbrook Road, VIC, GLENGARRY, Australia 3854",,,,
76960,"Glengarry Primary, Duncraig WA","25 Doveridge Drive, WA, DUNCRAIG, Australia 6023",,,,
76961,Glenhaven Public School NSW,"Glenhaven Road, NSW, GLENHAVEN, Australia 2154",,,,
76962,"Glen Huntly Primary, Carnegie VIC","170 Grange Road, VIC, CARNEGIE, Australia 3163",,,,
76963,"Glenmore State School, Rockhampton North QLD","Farm Street, QLD, ROCKHAMPTON NORTH, Australia 4700",,,,
76964,Glenmorgan State School QLD,"Clive Street, QLD, GLENMORGAN, Australia 4423",,,,
76965,"Glennie Heights State School, Warwick QLD","5 Gillam St Glennie Heights, QLD, WARWICK, Australia 4370",,,,
76966,Glenorchy Primary TAS,"Kensington Street, TAS, GLENORCHY, Australia 7010",,,,
76967,Glenore Grove State School QLD,"1 Brightview Road, QLD, GLENORE GROVE, Australia 4342",,,,
76968,Glenreagh Public School NSW,"Cnr Bridge & George Street, NSW, GLENREAGH, Australia 2450",,,,
76969,Glenrowan Primary School,"36 Beaconsfield Parade, VIC, GLENROWAN, Australia 3675",,,,
76970,Glenroy Central Primary VIC,"10 Logan Street, VIC, GLENROY, Australia 3046",,,,
76971,Glenroy West Primary VIC,"York Street, VIC, GLENROY, Australia 3046",,,,
76972,Glenvale State School QLD,"224 Glenvale Road, QLD, GLENVALE, Australia 4350",,,,
76973,"Glenwood Public School, Glenfield NSW","84 Belmont Road, NSW, GLENFIELD, Australia 2167",,,,
76974,Glenwood State School QLD,"13 Glenwood School Road, QLD, GLENWOOD, Australia 4570",,,,
